Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
OAS3,ENSG00000111331,4940,OAS3,Artery Tibial,4.382377132,0.945808821,0.980831403,0.018379693,0.206182523,5.219784879,1.076228417,0.84386682,3.538510312,2'-5'-oligoadenylate synthetase 3,protein_coding,protein_coding
OAT,ENSG00000065154,4942,OAT,Artery Tibial,4.034253896,0.413889163,0.702148971,0.060271641,0.087117356,119.5435091,10.4143145,0.84386682,3.190387076,ornithine aminotransferase,protein_coding,protein_coding
OAZ1,ENSG00000104904,4946,OAZ1,Artery Tibial,6.037188032,0.041235828,0.229030483,0.161191667,0.119741322,648.9737005,77.70896905,0.84386682,5.193321212,ornithine decarboxylase antizyme 1,protein_coding,protein_coding
OAZ2,ENSG00000180304,4947,OAZ2,Artery Tibial,3.786064608,0.000635644,0.029613436,0.264306949,0.17650899,108.4315743,19.13914766,0.84386682,2.942197787,ornithine decarboxylase antizyme 2,protein_coding,protein_coding
OBFC1,ENSG00000107960,79991,STN1,Artery Tibial,3.514513086,0.413230921,0.701627282,0.013419986,0.036193812,23.3370412,0.844656478,0.84386682,2.670646265,"STN1, CST complex subunit",protein_coding,protein_coding
OBSL1,ENSG00000124006,23363,OBSL1,Artery Tibial,2.834888371,0.002717567,0.060885448,0.101309852,0.103623427,50.50082204,5.233068258,0.84386682,1.991021551,obscurin like 1,protein_coding,protein_coding
OCA2,ENSG00000104044,4948,OCA2,Artery Tibial,3.340368457,0.008882267,0.107108435,0.198954972,0.333658466,11.69461065,3.902005854,0.84386682,2.496501637,OCA2 melanosomal transmembrane protein,protein_coding,protein_coding
OCEL1,ENSG00000099330,79629,OCEL1,Artery Tibial,6.026796906,0.879631339,0.957294669,0.004285565,0.034391611,16.00265342,0.55035703,0.84386682,5.182930086,occludin/ELL domain containing 1,protein_coding,protein_coding
OCIAD1,ENSG00000109180,54940,OCIAD1,Artery Tibial,2.652324621,0.324628027,0.628242641,0.090852822,0.070100458,77.90930404,5.461477929,0.84386682,1.8084578,OCIA domain containing 1,protein_coding,protein_coding
OCIAD2,ENSG00000145247,132299,OCIAD2,Artery Tibial,5.833370574,0.834483794,0.940664836,0.015403461,0.101769292,7.046100985,0.717076705,0.84386682,4.989503754,OCIA domain containing 2,protein_coding,protein_coding
OCLM,ENSG00000262180,10896,OCLM,Artery Tibial,3.519117306,0.816726795,0.933393163,0.032332569,0.16086279,1.796498937,0.28898983,0.84386682,2.675250486,oculomedin,protein_coding,protein_coding
OCRL,ENSG00000122126,4952,OCRL,Artery Tibial,1.753798905,0.242660454,0.544606443,0.071143527,0.081901562,30.54679544,2.501830258,0.84386682,0.909932084,"OCRL, inositol polyphosphate-5-phosphatase",protein_coding,protein_coding
ODC1,ENSG00000115758,4953,ODC1,Artery Tibial,0.026965354,0.386106339,0.681834528,0.022037335,0.1058267,123.6426841,13.08469722,0.84386682,5.466283841,ornithine decarboxylase 1,protein_coding,protein_coding
ODF2,ENSG00000136811,4957,ODF2,Artery Tibial,0.355242642,0.305242617,0.611341054,0.069197621,0.126862939,23.43506388,2.973041085,0.84386682,5.794561129,outer dense fiber of sperm tails 2,protein_coding,protein_coding
ODF2L,ENSG00000122417,57489,ODF2L,Artery Tibial,1.149277629,0.787459273,0.920779216,0.000969905,0.027282817,5.244399099,0.143081979,0.84386682,0.305410809,outer dense fiber of sperm tails 2 like,protein_coding,protein_coding
ODF3B,ENSG00000177989,440836,ODF3B,Artery Tibial,5.665308041,0.739705389,0.897513379,0.065807919,0.347992743,10.52216536,3.661637188,0.84386682,4.821441221,outer dense fiber of sperm tails 3B,protein_coding,protein_coding
OFD1,ENSG00000046651,8481,OFD1,Artery Tibial,3.40362024,0.579676146,0.815859659,0.027553923,0.061712611,15.83018946,0.976922319,0.84386682,2.55975342,"OFD1, centriole and centriolar satellite protein",protein_coding,protein_coding
OGDH,ENSG00000105953,4967,OGDH,Artery Tibial,0.395585308,0.356178129,0.65807813,0.01861939,0.05113832,85.05841878,4.349744627,0.84386682,5.834903795,oxoglutarate dehydrogenase,protein_coding,protein_coding
OGFOD1,ENSG00000087263,55239,OGFOD1,Artery Tibial,6.200367142,0.871192052,0.955248298,0.017071364,0.037791372,22.5048024,0.850487351,0.84386682,5.356500322,2-oxoglutarate and iron dependent oxygenase domain containing 1,protein_coding,protein_coding
OGFOD2,ENSG00000111325,79676,OGFOD2,Artery Tibial,3.203722469,0.287621582,0.594217237,0.032132653,0.075778605,8.154314114,0.617922546,0.84386682,2.359855649,2-oxoglutarate and iron dependent oxygenase domain containing 2,protein_coding,protein_coding
OGFOD3,ENSG00000181396,79701,OGFOD3,Artery Tibial,1.000209707,0.044126336,0.238107614,0.152155918,0.134068935,14.34151574,1.922751743,0.84386682,0.156342887,2-oxoglutarate and iron dependent oxygenase domain containing 3,protein_coding,protein_coding
OGFR,ENSG00000060491,11054,OGFR,Artery Tibial,1.772694516,0.964156374,0.987255479,0.005340545,0.030088897,28.35426627,0.853148605,0.84386682,0.928827696,opioid growth factor receptor,protein_coding,protein_coding
OGFR-AS1,ENSG00000229873,101409261,OGFR-AS1,Artery Tibial,2.278556778,0.599120219,0.826882645,0.06325082,0.129632867,1.708973923,0.221539189,0.84386682,1.434689958,OGFR antisense RNA 1,antisense_RNA,antisense_RNA
OGFRL1,ENSG00000119900,79627,OGFRL1,Artery Tibial,2.009353837,0.222162742,0.520880474,0.080323846,0.146092462,11.12661858,1.625515099,0.84386682,1.165487017,opioid growth factor receptor like 1,protein_coding,protein_coding
OGG1,ENSG00000114026,4968,OGG1,Artery Tibial,3.311107713,0.248961824,0.552140201,0.022243478,0.046869823,13.82677258,0.648058383,0.84386682,2.467240893,8-oxoguanine DNA glycosylase,protein_coding,protein_coding
OGN,ENSG00000106809,4969,OGN,Artery Tibial,3.882936391,0.122940792,0.388553869,0.138337507,0.3855655,219.8243923,84.75670166,0.84386682,3.039069571,osteoglycin,protein_coding,protein_coding
OGT,ENSG00000147162,8473,OGT,Artery Tibial,3.183169904,0.163714543,0.448671342,0.120425639,0.188542421,151.0918142,28.48721639,0.84386682,2.339303084,O-linked N-acetylglucosamine (GlcNAc) transferase,protein_coding,protein_coding
OIP5-AS1,ENSG00000247556,NA,NA,Artery Tibial,2.465211909,0.038976608,0.223163397,0.157816093,0.17862491,26.34038367,4.705048665,0.84386682,1.621345089,NA,NA,NoEntrez
OLA1,ENSG00000138430,29789,OLA1,Artery Tibial,2.901151633,0.600668699,0.827452367,0.007868435,0.026000974,25.43201127,0.661257062,0.84386682,2.057284813,Obg like ATPase 1,protein_coding,protein_coding
OLAH,ENSG00000152463,55301,OLAH,Artery Tibial,1.506873863,0.00388637,0.072149231,0.169849311,0.799207857,1.946254512,1.555461897,0.84386682,0.663007043,oleoyl-ACP hydrolase,protein_coding,protein_coding
OLFM1,ENSG00000130558,10439,OLFM1,Artery Tibial,0.926257691,0.064729483,0.287173699,0.087957049,0.269953705,17.07361586,4.609085855,0.84386682,0.082390871,olfactomedin 1,protein_coding,protein_coding
OLFM2,ENSG00000105088,93145,OLFM2,Artery Tibial,2.305390264,0.9494785,0.981691675,0.010935277,0.193901907,2.978211614,0.577480912,0.84386682,1.461523444,olfactomedin 2,protein_coding,protein_coding
OLFML1,ENSG00000183801,283298,OLFML1,Artery Tibial,3.731855868,0.001573784,0.043953345,0.236778621,0.444718203,30.85673224,13.72255052,0.84386682,2.887989048,olfactomedin like 1,protein_coding,protein_coding
OLFML2A,ENSG00000185585,169611,OLFML2A,Artery Tibial,3.6248697,0.660698407,0.859206951,0.05564814,0.220844151,12.10168884,2.672587193,0.84386682,2.78100288,olfactomedin like 2A,protein_coding,protein_coding
OLFML2B,ENSG00000162745,25903,OLFML2B,Artery Tibial,3.910423659,0.887042446,0.960621118,0.090261968,0.24218015,84.6036071,20.48931429,0.84386682,3.066556839,olfactomedin like 2B,protein_coding,protein_coding
OLFML3,ENSG00000116774,56944,OLFML3,Artery Tibial,3.513368524,0.64598111,0.851599387,0.038122724,0.166951777,66.64082656,11.12580444,0.84386682,2.669501704,olfactomedin like 3,protein_coding,protein_coding
OMA1,ENSG00000162600,115209,OMA1,Artery Tibial,2.995978232,0.364919372,0.664712573,0.079420941,0.149004741,7.382172425,1.09997869,0.84386682,2.152111412,OMA1 zinc metallopeptidase,protein_coding,protein_coding
OMD,ENSG00000127083,4958,OMD,Artery Tibial,1.404116293,0.196083154,0.487941581,0.035004891,0.220752586,48.84371022,10.78237536,0.84386682,0.560249473,osteomodulin,protein_coding,protein_coding
OPA1,ENSG00000198836,4976,OPA1,Artery Tibial,2.319841255,0.149381327,0.430149497,0.095956602,0.100872586,27.73237426,2.797436298,0.84386682,1.475974435,"OPA1, mitochondrial dynamin like GTPase",protein_coding,protein_coding
OPA3,ENSG00000125741,80207,OPA3,Artery Tibial,0.464997342,0.707077429,0.883445794,0.051120916,0.129329775,4.331559207,0.560199578,0.84386682,5.904315829,"OPA3, outer mitochondrial membrane lipid metabolism regulator",protein_coding,protein_coding
OPHN1,ENSG00000079482,4983,OPHN1,Artery Tibial,2.742809917,0.047962705,0.24756779,0.133164911,0.165545145,4.318575532,0.714919214,0.84386682,1.898943097,oligophrenin 1,protein_coding,protein_coding
OPLAH,ENSG00000178814,26873,OPLAH,Artery Tibial,1.07805276,0.030311981,0.197664984,0.105208541,0.51560663,2.241190638,1.155572751,0.84386682,0.23418594,5-oxoprolinase (ATP-hydrolysing),protein_coding,protein_coding
OPN1SW,ENSG00000128617,611,OPN1SW,Artery Tibial,5.719847619,0.386577382,0.682302238,0.026237243,0.101943016,5.696937372,0.58076298,0.84386682,4.875980799,"opsin 1, short wave sensitive",protein_coding,protein_coding
OPN3,ENSG00000054277,23596,OPN3,Artery Tibial,2.554350048,0.300038448,0.605833937,0.009220238,0.051012722,3.021257879,0.154122589,0.84386682,1.710483228,opsin 3,protein_coding,protein_coding
OPTN,ENSG00000123240,10133,OPTN,Artery Tibial,2.949289546,0.005698198,0.084486992,0.091706792,0.084411205,107.6342566,9.085537262,0.84386682,2.105422726,optineurin,protein_coding,protein_coding
OR13E1P,ENSG00000236083,NA,NA,Artery Tibial,3.129436953,0.102256724,0.356791055,0.137705891,0.277299233,3.070644343,0.85148732,0.84386682,2.285570132,NA,NA,NoEntrez
OR51E1,ENSG00000180785,143503,OR51E1,Artery Tibial,4.094316785,0.374490945,0.67175153,0.029140174,0.214860833,6.180434678,1.327933345,0.84386682,3.250449965,olfactory receptor family 51 subfamily E member 1,protein_coding,protein_coding
OR51E2,ENSG00000167332,81285,OR51E2,Artery Tibial,5.343157369,0.886007551,0.959985501,0.009392962,0.099976988,20.65944738,2.065469331,0.84386682,4.499290549,olfactory receptor family 51 subfamily E member 2,protein_coding,protein_coding
OR7E38P,ENSG00000183444,NA,NA,Artery Tibial,0.081225485,0.93516072,0.976551636,0.032777146,0.069437485,13.4829573,0.936222639,0.84386682,5.520543973,NA,NA,NoEntrez
OR7E7P,ENSG00000238228,NA,NA,Artery Tibial,3.616643279,0.151597883,0.432714576,0.074490574,0.181186682,2.073701496,0.375727095,0.84386682,2.772776458,NA,NA,NoEntrez
ORAI1,ENSG00000182500,NA,NA,Artery Tibial,0.244534836,0.420823207,0.707592733,0.085590403,0.258379373,8.29474552,2.143191144,0.84386682,5.683853323,NA,NA,NoEntrez
ORAI2,ENSG00000160991,80228,ORAI2,Artery Tibial,5.259550364,0.02154608,0.168164799,0.043440303,0.18461054,2.979353306,0.550020023,0.84386682,4.415683544,ORAI calcium release-activated calcium modulator 2,protein_coding,protein_coding
ORAI3,ENSG00000175938,93129,ORAI3,Artery Tibial,2.155918456,0.454301391,0.730515078,0.086593171,0.127180588,24.7469612,3.147333083,0.84386682,1.312051636,ORAI calcium release-activated calcium modulator 3,protein_coding,protein_coding
ORAOV1,ENSG00000149716,220064,ORAOV1,Artery Tibial,2.084590333,0.258264326,0.562217986,0.078488557,0.099041476,8.57569196,0.849349185,0.84386682,1.240723513,oral cancer overexpressed 1,protein_coding,protein_coding
ORC2,ENSG00000115942,4999,ORC2,Artery Tibial,2.212651248,0.085765475,0.327020516,0.104362113,0.143735899,13.9953025,2.011627385,0.84386682,1.368784428,origin recognition complex subunit 2,protein_coding,protein_coding
ORC3,ENSG00000135336,23595,ORC3,Artery Tibial,2.73665526,0.310106164,0.615009241,0.103622139,0.105892085,17.18055155,1.819284421,0.84386682,1.89278844,origin recognition complex subunit 3,protein_coding,protein_coding
ORC4,ENSG00000115947,5000,ORC4,Artery Tibial,2.920197947,0.008034698,0.102490231,0.209925357,0.151557823,10.352897,1.56906253,0.84386682,2.076331127,origin recognition complex subunit 4,protein_coding,protein_coding
ORC5,ENSG00000164815,5001,ORC5,Artery Tibial,1.885903777,0.723684249,0.891286767,0.05844069,0.100184563,12.49764904,1.252071506,0.84386682,1.042036957,origin recognition complex subunit 5,protein_coding,protein_coding
ORMDL1,ENSG00000128699,94101,ORMDL1,Artery Tibial,2.260139264,0.121283813,0.38661998,0.084342925,0.115973426,31.69514641,3.675794714,0.84386682,1.416272444,ORMDL sphingolipid biosynthesis regulator 1,protein_coding,protein_coding
ORMDL2,ENSG00000123353,29095,ORMDL2,Artery Tibial,0.098741486,7.14944E-05,0.008649089,0.241332026,0.283383573,22.97737116,6.511409541,0.84386682,5.538059973,ORMDL sphingolipid biosynthesis regulator 2,protein_coding,protein_coding
ORMDL3,ENSG00000172057,94103,ORMDL3,Artery Tibial,2.04027606,0.37413357,0.671653638,0.003337019,0.018415348,25.45367603,0.468738311,0.84386682,1.19640924,ORMDL sphingolipid biosynthesis regulator 3,protein_coding,protein_coding
OS9,ENSG00000135506,10956,OS9,Artery Tibial,0.935083152,0.000907256,0.034258174,0.103577562,0.095330883,187.9121163,17.91382788,0.84386682,0.091216332,"OS9, endoplasmic reticulum lectin",protein_coding,protein_coding
OSBP,ENSG00000110048,5007,OSBP,Artery Tibial,2.141287718,0.155922093,0.43853896,0.101065173,0.103421883,46.9420927,4.854839607,0.84386682,1.297420898,oxysterol binding protein,protein_coding,protein_coding
OSBPL10,ENSG00000144645,114884,OSBPL10,Artery Tibial,3.163601447,0.986813798,0.995098143,0.016587519,0.105221465,5.677436524,0.597388188,0.84386682,2.319734627,oxysterol binding protein like 10,protein_coding,protein_coding
OSBPL11,ENSG00000144909,114885,OSBPL11,Artery Tibial,1.818703883,0.294386882,0.600911365,0.053368137,0.145233617,18.19743675,2.642879551,0.84386682,0.974837063,oxysterol binding protein like 11,protein_coding,protein_coding
OSBPL1A,ENSG00000141447,114876,OSBPL1A,Artery Tibial,2.661993316,0.014140944,0.136680605,0.111219708,0.122420631,26.87586186,3.290159981,0.84386682,1.818126496,oxysterol binding protein like 1A,protein_coding,protein_coding
OSBPL2,ENSG00000130703,9885,OSBPL2,Artery Tibial,2.529369391,0.018083229,0.15247579,0.181392022,0.09329871,35.56909944,3.31855109,0.84386682,1.685502571,oxysterol binding protein like 2,protein_coding,protein_coding
OSBPL3,ENSG00000070882,26031,OSBPL3,Artery Tibial,5.643732655,0.781846092,0.91770186,0.030932001,0.262462655,1.826648722,0.479427074,0.84386682,4.799865835,oxysterol binding protein like 3,protein_coding,protein_coding
OSBPL5,ENSG00000021762,114879,OSBPL5,Artery Tibial,1.126096626,0.245345669,0.54756306,0.098321396,0.166557677,41.34361143,6.88609588,0.84386682,0.282229805,oxysterol binding protein like 5,protein_coding,protein_coding
OSBPL6,ENSG00000079156,114880,OSBPL6,Artery Tibial,2.871199183,0.603370977,0.828944537,0.006125387,0.039089402,2.938200299,0.114852492,0.84386682,2.027332363,oxysterol binding protein like 6,protein_coding,protein_coding
OSBPL7,ENSG00000006025,114881,OSBPL7,Artery Tibial,3.729047318,0.814641873,0.932545617,0.064182665,0.139730648,11.75094899,1.641967721,0.84386682,2.885180498,oxysterol binding protein like 7,protein_coding,protein_coding
OSBPL8,ENSG00000091039,114882,OSBPL8,Artery Tibial,2.668281346,0.345957052,0.648777391,0.078163563,0.093251279,23.6562411,2.205974745,0.84386682,1.824414526,oxysterol binding protein like 8,protein_coding,protein_coding
OSBPL9,ENSG00000117859,114883,OSBPL9,Artery Tibial,2.178290773,0.293653881,0.600477353,0.135395791,0.13895554,92.71861003,12.88376453,0.84386682,1.334423953,oxysterol binding protein like 9,protein_coding,protein_coding
OSCAR,ENSG00000170909,126014,OSCAR,Artery Tibial,5.876361847,0.236806856,0.536769363,0.059048732,0.547843992,2.750993795,1.507115423,0.84386682,5.032495027,"osteoclast associated, immunoglobulin-like receptor",protein_coding,protein_coding
OSCP1,ENSG00000116885,127700,OSCP1,Artery Tibial,2.401220774,0.900649451,0.965928331,0.03828512,0.068300061,5.181379596,0.353888542,0.84386682,1.557353954,organic solute carrier partner 1,protein_coding,protein_coding
OSER1,ENSG00000132823,51526,OSER1,Artery Tibial,1.615801117,0.002608924,0.059718577,0.147787377,0.194035613,88.40414874,17.15355316,0.84386682,0.771934297,oxidative stress responsive serine rich 1,protein_coding,protein_coding
OSER1-AS1,ENSG00000223891,100505783,OSER1-AS1,Artery Tibial,2.657470703,0.729433072,0.893534666,0.065391403,0.142466526,14.10482463,2.009465364,0.84386682,1.813603883,OSER1 antisense RNA 1 (head to head),lincRNA,"lincRNA,miRNA"
OSGEP,ENSG00000092094,55644,OSGEP,Artery Tibial,3.635665979,0.011545147,0.122023896,0.159307175,0.171509727,22.91057457,3.929386395,0.84386682,2.791799159,O-sialoglycoprotein endopeptidase,protein_coding,protein_coding
OSGEPL1,ENSG00000128694,64172,OSGEPL1,Artery Tibial,3.141291857,0.049197652,0.250814564,0.151532246,0.200196397,6.803672413,1.362070703,0.84386682,2.297425037,O-sialoglycoprotein endopeptidase like 1,protein_coding,protein_coding
OSGIN1,ENSG00000140961,29948,OSGIN1,Artery Tibial,0.42207506,0.707453308,0.883529366,0.0041594,0.045539186,11.29533545,0.514380383,0.84386682,5.861393547,oxidative stress induced growth inhibitor 1,protein_coding,protein_coding
OSGIN2,ENSG00000164823,734,OSGIN2,Artery Tibial,2.516929277,0.283005505,0.590782853,0.066883981,0.09987543,16.621727,1.660102128,0.84386682,1.673062456,oxidative stress induced growth inhibitor family member 2,protein_coding,protein_coding
OSMR,ENSG00000145623,9180,OSMR,Artery Tibial,5.608815378,0.031672716,0.201493816,0.13342185,0.357964411,71.02376262,25.42397935,0.84386682,4.764948558,oncostatin M receptor,protein_coding,protein_coding
OSR1,ENSG00000143867,130497,OSR1,Artery Tibial,4.346683065,0.437767297,0.719378312,0.038046002,0.203914254,41.69779704,8.50277517,0.84386682,3.502816245,odd-skipped related transciption factor 1,protein_coding,protein_coding
OSR2,ENSG00000164920,116039,OSR2,Artery Tibial,1.502210831,0.363819957,0.663740891,0.006554175,0.121547182,16.7997279,2.041959579,0.84386682,0.658344011,odd-skipped related transciption factor 2,protein_coding,protein_coding
OST4,ENSG00000228474,100128731,OST4,Artery Tibial,5.451973514,0.198999749,0.492401584,0.114814069,0.11767644,274.909473,32.35036801,0.84386682,4.608106694,"oligosaccharyltransferase complex subunit 4, non-catalytic",protein_coding,protein_coding
OSTC,ENSG00000198856,58505,OSTC,Artery Tibial,5.50864108,0.628785154,0.841577989,0.064229947,0.097055882,75.37957106,7.316030766,0.84386682,4.664774259,oligosaccharyltransferase complex non-catalytic subunit,protein_coding,protein_coding
OSTF1,ENSG00000134996,26578,OSTF1,Artery Tibial,6.12439032,0.452485473,0.729427084,0.069518345,0.105454273,45.40950743,4.788626578,0.84386682,5.2805235,osteoclast stimulating factor 1,protein_coding,protein_coding
